ID_Sujeto,Origen_Form,Identidad,Bloque,Dilema,Categoria,Respuesta
Suj_006,Respuestas de formulario 1,-,Bloque_0,Atencion,3,Opción 3
Suj_006,Respuestas de formulario 1,AEF,Bloque_5,Bloque_SIN,2,Opción 2
Suj_006,Respuestas de formulario 1,AJK,Bloque_7,Bloque_SIN,3,Opción 1
Suj_006,Respuestas de formulario 1,AGH,Bloque_3,Bloque_SIN,4,Opción 1
Suj_006,Respuestas de formulario 1,ALM,Bloque_9,Bloque_SIN,5,Opción 2
Suj_006,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,6,Opción 2
Suj_007,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,Opción 1
Suj_007,Respuestas de formulario 1,AEF,Bloque_5,Bloque_CON,2,Opción 2
Suj_007,Respuestas de formulario 1,AJK,Bloque_7,Bloque_CON,3,Opción 2
Suj_007,Respuestas de formulario 1,-,Bloque_0,Atencion,1,Opción 3
Suj_007,Respuestas de formulario 1,AGH,Bloque_3,Bloque_CON,4,Opción 1
Suj_007,Respuestas de formulario 1,ALM,Bloque_9,Bloque_CON,5,Opción 2
Suj_007,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,6,Opción 1
Suj_007,Respuestas de formulario 1,ABC,Bloque_1,Dist,1,Opción 1
Suj_007,Respuestas de formulario 1,AEF,Bloque_5,Dist,2,Opción 2
Suj_007,Respuestas de formulario 1,AJK,Bloque_7,Dist,3,Opción 2
Suj_007,Respuestas de formulario 1,AGH,Bloque_3,Dist,4,Opción 1
Suj_007,Respuestas de formulario 1,-,Bloque_0,Atencion,2,Opción 3
Suj_007,Respuestas de formulario 1,ALM,Bloque_9,Dist,5,Opción 2
Suj_007,Respuestas de formulario 1,AQS,Bloque_11,Dist,6,Opción 1
Suj_007,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,1,Opción 1
Suj_007,Respuestas de formulario 1,-,Bloque_0,Atencion,3,Opción 3
Suj_007,Respuestas de formulario 1,AEF,Bloque_5,Bloque_SIN,2,Opción 2
Suj_007,Respuestas de formulario 1,AJK,Bloque_7,Bloque_SIN,3,Opción 2
Suj_007,Respuestas de formulario 1,AGH,Bloque_3,Bloque_SIN,4,Opción 1
Suj_007,Respuestas de formulario 1,ALM,Bloque_9,Bloque_SIN,5,Opción 2
Suj_007,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,6,Opción 1
Suj_008,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,Opción 2
Suj_008,Respuestas de formulario 1,AEF,Bloque_5,Bloque_CON,2,Opción 2
Suj_008,Respuestas de formulario 1,AJK,Bloque_7,Bloque_CON,3,Opción 2
Suj_008,Respuestas de formulario 1,-,Bloque_0,Atencion,1,Opción 3
Suj_008,Respuestas de formulario 1,AGH,Bloque_3,Bloque_CON,4,Opción 1
Suj_008,Respuestas de formulario 1,ALM,Bloque_9,Bloque_CON,5,Opción 2
Suj_008,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,6,Opción 2
Suj_008,Respuestas de formulario 1,ABC,Bloque_1,Dist,1,Opción 1
Suj_008,Respuestas de formulario 1,AEF,Bloque_5,Dist,2,Opción 1
Suj_008,Respuestas de formulario 1,AJK,Bloque_7,Dist,3,Opción 2
Suj_008,Respuestas de formulario 1,AGH,Bloque_3,Dist,4,Opción 2
Suj_008,Respuestas de formulario 1,-,Bloque_0,Atencion,2,Opción 3
Suj_008,Respuestas de formulario 1,ALM,Bloque_9,Dist,5,Opción 2
Suj_008,Respuestas de formulario 1,AQS,Bloque_11,Dist,6,Opción 1
Suj_008,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,1,Opción 2
Suj_008,Respuestas de formulario 1,-,Bloque_0,Atencion,3,Opción 3
Suj_008,Respuestas de formulario 1,AEF,Bloque_5,Bloque_SIN,2,Opción 2
Suj_008,Respuestas de formulario 1,AJK,Bloque_7,Bloque_SIN,3,Opción 2
Suj_008,Respuestas de formulario 1,AGH,Bloque_3,Bloque_SIN,4,Opción 1
Suj_008,Respuestas de formulario 1,ALM,Bloque_9,Bloque_SIN,5,Opción 2
Suj_008,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,6,Opción 1
Suj_009,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,Opción 1
Suj_009,Respuestas de formulario 1,AEF,Bloque_5,Bloque_CON,2,Opción 2
Suj_009,Respuestas de formulario 1,AJK,Bloque_7,Bloque_CON,3,Opción 2
Suj_009,Respuestas de formulario 1,-,Bloque_0,Atencion,1,Opción 3
Suj_009,Respuestas de formulario 1,AGH,Bloque_3,Bloque_CON,4,Opción 1
Suj_009,Respuestas de formulario 1,ALM,Bloque_9,Bloque_CON,5,Opción 2
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,6,Opción 1
Suj_009,Respuestas de formulario 1,ABC,Bloque_1,Dist,1,Opción 1
Suj_009,Respuestas de formulario 1,AEF,Bloque_5,Dist,2,Opción 2
Suj_009,Respuestas de formulario 1,AJK,Bloque_7,Dist,3,Opción 1
Suj_009,Respuestas de formulario 1,AGH,Bloque_3,Dist,4,Opción 1
Suj_009,Respuestas de formulario 1,-,Bloque_0,Atencion,2,Opción 3
Suj_009,Respuestas de formulario 1,ALM,Bloque_9,Dist,5,Opción 1
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Dist,6,Opción 1
Suj_009,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,1,Opción 1
Suj_009,Respuestas de formulario 1,-,Bloque_0,Atencion,3,Opción 3
Suj_009,Respuestas de formulario 1,AEF,Bloque_5,Bloque_SIN,2,Opción 2
Suj_009,Respuestas de formulario 1,AJK,Bloque_7,Bloque_SIN,3,Opción 1
Suj_009,Respuestas de formulario 1,AGH,Bloque_3,Bloque_SIN,4,Opción 1
Suj_009,Respuestas de formulario 1,ALM,Bloque_9,Bloque_SIN,5,Opción 1
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,6,Opción 1
Suj_010,Respuestas de formulario 2,AEF,Bloque_1,Bloque_CON,1,Opción 2
Suj_010,Respuestas de formulario 2,AGH,Bloque_5,Bloque_CON,2,Opción 1
Suj_010,Respuestas de formulario 2,-,Bloque_0,Atencion,1,Opción 2
Suj_010,Respuestas de formulario 2,ALM,Bloque_7,Bloque_CON,3,Opción 1
Suj_010,Respuestas de formulario 2,ABC,Bloque_3,Bloque_CON,4,Opción 2
Suj_010,Respuestas de formulario 2,AQS,Bloque_9,Bloque_CON,5,Opción 2
Suj_010,Respuestas de formulario 2,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_010,Respuestas de formulario 2,AEF,Bloque_1,Dist,1,Opción 2
Suj_010,Respuestas de formulario 2,AGH,Bloque_5,Dist,2,Opción 2
Suj_010,Respuestas de formulario 2,ALM,Bloque_7,Dist,3,Opción 2
Suj_010,Respuestas de formulario 2,ABC,Bloque_3,Dist,4,Opción 2
Suj_010,Respuestas de formulario 2,AQS,Bloque_9,Dist,5,Opción 2
Suj_010,Respuestas de formulario 2,-,Bloque_0,Atencion,2,Opción 3
Suj_010,Respuestas de formulario 2,AJK,Bloque_11,Dist,6,Opción 1
Suj_010,Respuestas de formulario 2,AEF,Bloque_1,Bloque_SIN,1,Opción 1
Suj_010,Respuestas de formulario 2,AGH,Bloque_5,Bloque_SIN,2,Opción 2
Suj_010,Respuestas de formulario 2,ALM,Bloque_7,Bloque_SIN,3,Opción 2
Suj_010,Respuestas de formulario 2,-,Bloque_0,Atencion,3,Opción 2
Suj_010,Respuestas de formulario 2,ABC,Bloque_3,Bloque_SIN,4,Opción 1
Suj_010,Respuestas de formulario 2,AQS,Bloque_9,Bloque_SIN,5,Opción 2
Suj_010,Respuestas de formulario 2,AJK,Bloque_11,Bloque_SIN,6,Opción 1
Suj_011,Respuestas de formulario 2,AEF,Bloque_1,Bloque_CON,1,Opción 1
Suj_011,Respuestas de formulario 2,AGH,Bloque_5,Bloque_CON,2,Opción 2
Suj_011,Respuestas de formulario 2,-,Bloque_0,Atencion,1,Opción 3
Suj_011,Respuestas de formulario 2,ALM,Bloque_7,Bloque_CON,3,Opción 2
Suj_011,Respuestas de formulario 2,ABC,Bloque_3,Bloque_CON,4,Opción 1
Suj_011,Respuestas de formulario 2,AQS,Bloque_9,Bloque_CON,5,Opción 1
Suj_011,Respuestas de formulario 2,AJK,Bloque_11,Bloque_CON,6,Opción 1
Suj_011,Respuestas de formulario 2,AEF,Bloque_1,Dist,1,Opción 1
Suj_011,Respuestas de formulario 2,AGH,Bloque_5,Dist,2,Opción 2
Suj_011,Respuestas de formulario 2,ALM,Bloque_7,Dist,3,Opción 2
Suj_011,Respuestas de formulario 2,ABC,Bloque_3,Dist,4,Opción 1
Suj_011,Respuestas de formulario 2,AQS,Bloque_9,Dist,5,Opción 2
Suj_011,Respuestas de formulario 2,-,Bloque_0,Atencion,2,Opción 3
Suj_011,Respuestas de formulario 2,AJK,Bloque_11,Dist,6,Opción 2
Suj_011,Respuestas de formulario 2,AEF,Bloque_1,Bloque_SIN,1,Opción 1
Suj_011,Respuestas de formulario 2,AGH,Bloque_5,Bloque_SIN,2,Opción 2
Suj_011,Respuestas de formulario 2,ALM,Bloque_7,Bloque_SIN,3,Opción 2
Suj_011,Respuestas de formulario 2,-,Bloque_0,Atencion,3,Opción 3
Suj_011,Respuestas de formulario 2,ABC,Bloque_3,Bloque_SIN,4,Opción 1
Suj_011,Respuestas de formulario 2,AQS,Bloque_9,Bloque_SIN,5,Opción 2
Suj_011,Respuestas de formulario 2,AJK,Bloque_11,Bloque_SIN,6,Opción 2
Suj_012,Respuestas de formulario 2,AEF,Bloque_1,Bloque_CON,1,Opción 2
Suj_012,Respuestas de formulario 2,AGH,Bloque_5,Bloque_CON,2,Opción 2
Suj_012,Respuestas de formulario 2,-,Bloque_0,Atencion,1,Opción 3
Suj_012,Respuestas de formulario 2,ALM,Bloque_7,Bloque_CON,3,Opción 2
Suj_012,Respuestas de formulario 2,ABC,Bloque_3,Bloque_CON,4,Opción 1
Suj_012,Respuestas de formulario 2,AQS,Bloque_9,Bloque_CON,5,Opción 2
Suj_012,Respuestas de formulario 2,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_012,Respuestas de formulario 2,AEF,Bloque_1,Dist,1,Opción 2
Suj_012,Respuestas de formulario 2,AGH,Bloque_5,Dist,2,Opción 2
Suj_012,Respuestas de formulario 2,ALM,Bloque_7,Dist,3,Opción 2
Suj_012,Respuestas de formulario 2,ABC,Bloque_3,Dist,4,Opción 1
Suj_012,Respuestas de formulario 2,AQS,Bloque_9,Dist,5,Opción 2
Suj_012,Respuestas de formulario 2,-,Bloque_0,Atencion,2,Opción 3
Suj_012,Respuestas de formulario 2,AJK,Bloque_11,Dist,6,Opción 2
Suj_012,Respuestas de formulario 2,AEF,Bloque_1,Bloque_SIN,1,Opción 1
Suj_012,Respuestas de formulario 2,AGH,Bloque_5,Bloque_SIN,2,Opción 2
Suj_012,Respuestas de formulario 2,ALM,Bloque_7,Bloque_SIN,3,Opción 2
Suj_012,Respuestas de formulario 2,-,Bloque_0,Atencion,3,Opción 3
Suj_012,Respuestas de formulario 2,ABC,Bloque_3,Bloque_SIN,4,Opción 1
Suj_012,Respuestas de formulario 2,AQS,Bloque_9,Bloque_SIN,5,Opción 2
Suj_012,Respuestas de formulario 2,AJK,Bloque_11,Bloque_SIN,6,Opción 2
Suj_013,Respuestas de formulario 2,AEF,Bloque_1,Bloque_CON,1,Opción 1
Suj_013,Respuestas de formulario 2,AGH,Bloque_5,Bloque_CON,2,Opción 2
Suj_013,Respuestas de formulario 2,-,Bloque_0,Atencion,1,Opción 1
Suj_013,Respuestas de formulario 2,ALM,Bloque_7,Bloque_CON,3,Opción 2
Suj_013,Respuestas de formulario 2,ABC,Bloque_3,Bloque_CON,4,Opción 1
Suj_013,Respuestas de formulario 2,AQS,Bloque_9,Bloque_CON,5,Opción 2
Suj_013,Respuestas de formulario 2,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_013,Respuestas de formulario 2,AEF,Bloque_1,Dist,1,Opción 1
Suj_013,Respuestas de formulario 2,AGH,Bloque_5,Dist,2,Opción 2
Suj_013,Respuestas de formulario 2,ALM,Bloque_7,Dist,3,Opción 2
Suj_013,Respuestas de formulario 2,ABC,Bloque_3,Dist,4,Opción 1
Suj_013,Respuestas de formulario 2,AQS,Bloque_9,Dist,5,Opción 2
Suj_013,Respuestas de formulario 2,-,Bloque_0,Atencion,2,Opción 3
Suj_013,Respuestas de formulario 2,AJK,Bloque_11,Dist,6,Opción 2
Suj_013,Respuestas de formulario 2,AEF,Bloque_1,Bloque_SIN,1,Opción 1
Suj_013,Respuestas de formulario 2,AGH,Bloque_5,Bloque_SIN,2,Opción 2
Suj_013,Respuestas de formulario 2,ALM,Bloque_7,Bloque_SIN,3,Opción 2
Suj_013,Respuestas de formulario 2,-,Bloque_0,Atencion,3,Opción 3
Suj_013,Respuestas de formulario 2,ABC,Bloque_3,Bloque_SIN,4,Opción 2
Suj_013,Respuestas de formulario 2,AQS,Bloque_9,Bloque_SIN,5,Opción 2
Suj_013,Respuestas de formulario 2,AJK,Bloque_11,Bloque_SIN,6,Opción 2
Suj_014,Respuestas de formulario 2,AEF,Bloque_1,Bloque_CON,1,Opción 2
Suj_014,Respuestas de formulario 2,AGH,Bloque_5,Bloque_CON,2,Opción 2
Suj_014,Respuestas de formulario 2,-,Bloque_0,Atencion,1,Opción 3
Suj_014,Respuestas de formulario 2,ALM,Bloque_7,Bloque_CON,3,Opción 2
Suj_014,Respuestas de formulario 2,ABC,Bloque_3,Bloque_CON,4,Opción 2
Suj_014,Respuestas de formulario 2,AQS,Bloque_9,Bloque_CON,5,Opción 2
Suj_014,Respuestas de formulario 2,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_014,Respuestas de formulario 2,AEF,Bloque_1,Dist,1,Opción 2
Suj_014,Respuestas de formulario 2,AGH,Bloque_5,Dist,2,Opción 2
Suj_014,Respuestas de formulario 2,ALM,Bloque_7,Dist,3,Opción 2
Suj_014,Respuestas de formulario 2,ABC,Bloque_3,Dist,4,Opción 2
Suj_014,Respuestas de formulario 2,AQS,Bloque_9,Dist,5,Opción 2
Suj_014,Respuestas de formulario 2,-,Bloque_0,Atencion,2,Opción 3
Suj_014,Respuestas de formulario 2,AJK,Bloque_11,Dist,6,Opción 2
Suj_014,Respuestas de formulario 2,AEF,Bloque_1,Bloque_SIN,1,Opción 1
Suj_014,Respuestas de formulario 2,AGH,Bloque_5,Bloque_SIN,2,Opción 1
Suj_014,Respuestas de formulario 2,ALM,Bloque_7,Bloque_SIN,3,Opción 1
Suj_014,Respuestas de formulario 2,-,Bloque_0,Atencion,3,Opción 3
Suj_014,Respuestas de formulario 2,ABC,Bloque_3,Bloque_SIN,4,Opción 1
Suj_014,Respuestas de formulario 2,AQS,Bloque_9,Bloque_SIN,5,Opción 1
Suj_014,Respuestas de formulario 2,AJK,Bloque_11,Bloque_SIN,6,Opción 1
Suj_015,Respuestas de formulario 2,AEF,Bloque_1,Bloque_CON,1,Opción 1
Suj_015,Respuestas de formulario 2,AGH,Bloque_5,Bloque_CON,2,Opción 1
Suj_015,Respuestas de formulario 2,-,Bloque_0,Atencion,1,Opción 3
Suj_015,Respuestas de formulario 2,ALM,Bloque_7,Bloque_CON,3,Opción 2
Suj_015,Respuestas de formulario 2,ABC,Bloque_3,Bloque_CON,4,Opción 1
Suj_015,Respuestas de formulario 2,AQS,Bloque_9,Bloque_CON,5,Opción 2
Suj_015,Respuestas de formulario 2,AJK,Bloque_11,Bloque_CON,6,Opción 2
Suj_015,Respuestas de formulario 2,AEF,Bloque_1,Dist,1,Opción 1
Suj_015,Respuestas de formulario 2,AGH,Bloque_5,Dist,2,Opción 2
Suj_015,Respuestas de formulario 2,ALM,Bloque_7,Dist,3,Opción 2
Suj_015,Respuestas de formulario 2,ABC,Bloque_3,Dist,4,Opción 1
Suj_015,Respuestas de formulario 2,AQS,Bloque_9,Dist,5,Opción 2
Suj_015,Respuestas de formulario 2,-,Bloque_0,Atencion,2,Opción 3
Suj_015,Respuestas de formulario 2,AJK,Bloque_11,Dist,6,Opción 2
Suj_015,Respuestas de formulario 2,AEF,Bloque_1,Bloque_SIN,1,Opción 1
Suj_015,Respuestas de formulario 2,AGH,Bloque_5,Bloque_SIN,2,Opción 2
Suj_015,Respuestas de formulario 2,ALM,Bloque_7,Bloque_SIN,3,Opción 2
Suj_015,Respuestas de formulario 2,-,Bloque_0,Atencion,3,Opción 3
Suj_015,Respuestas de formulario 2,ABC,Bloque_3,Bloque_SIN,4,Opción 1
Suj_015,Respuestas de formulario 2,AQS,Bloque_9,Bloque_SIN,5,Opción 2
Suj_015,Respuestas de formulario 2,AJK,Bloque_11,Bloque_SIN,6,Opción 2
Suj_016,Respuestas de formulario 2,AEF,Bloque_1,Bloque_CON,1,Opción 1
Suj_016,Respuestas de formulario 2,AGH,Bloque_5,Bloque_CON,2,Opción 1
Suj_016,Respuestas de formulario 2,-,Bloque_0,Atencion,1,Opción 3
Suj_016,Respuestas de formulario 2,ALM,Bloque_7,Bloque_CON,3,Opción 1
Suj_016,Respuestas de formulario 2,ABC,Bloque_3,Bloque_CON,4,Opción 1
